"region","spot id","表示名","spot種別","landmark","secret","hub","出口","みち本数","crowd","zone","実画面で見える特徴","分類","発見通知の妥当性","推奨通知レベル","必要なscenery修正","備考"
"star_stop","westbridge","にしのひかりばし","path","","","","","3","0","にしのうきしま","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"star_stop","isle1","ちいさなうきしま","grove","","","","","3","2","ひがしのうきしま","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","secretview","ひみつのてんぼうだい","edge","","yes","","","1","1","ひがしのうきしま","専用の もの(struct/絵文字 175-230) / カメラが 引く(430→560/600) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","","cam=wide"
"star_stop","eastbridge","ひがしのひかりばし","path","","","","","3","0","ひがしのうきしま","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"star_stop","isle3","ねむるうきしま","rest","","","","","3","2","ひがしのうきしま","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","cloud1","くものみち","path","","","","","3","2","くものかいろう","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","cloudwalk","くものかいろう","path","","","","","4","1","くものかいろう","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"star_stop","cloudgap","くものきれま","path","","","","","3","0","くものかいろう","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"star_stop","cloudrest","くもだまり","rest","","","","","3","1","くものかいろう","みちいろの じめん(alpha .28)だけ","D","画面は その へんの 地面と おなじ。何も ない","L0","",""
"star_stop","garden","ほしのたねのはたけ","grove","","","","","4","3","ほしのはたけ","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","farisle","とおいうきしま","edge","","","","","3","2","ほしのはたけ","専用の もの(struct/絵文字 175-230) / カメラが 引く(430→560/600)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","gardenpath","はたけのあぜ","path","","","","","3","0","ほしのはたけ","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"star_stop","comet","ながれぼしのおか","edge","","yes","","","1","1","ほしのはたけ","カメラが 引く(430→560/600) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"star_stop","ruinisle","ふるいうきしま","plaza","","","","","4","2","ふるいうきしま","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","ruinhide","うきしまのしたがわ","rest","","yes","","","1","1","ふるいうきしま","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"star_stop","ruinstair","くずれたかいだん","path","","","","","3","0","ふるいうきしま","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"star_stop","ruinlamp","きえかけのあかり","rest","","","","","2","1","ふるいうきしま","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","stop2","つぎのていりゅうじょ","shelter","","","","","5","6","とおいていりゅうじょ","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","farlamp","とおいあかり","rest","","","","","2","1","とおいていりゅうじょ","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","cloud2","ほしのかいだん","path","","","","","3","1","とおいていりゅうじょ","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"star_stop","stop3","さいごのていりゅうじょ","plaza","","","","","3","3","とおいていりゅうじょ","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","moonisle","つきのしま","plaza","","","","","4","2","つきのしま","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","moonpath","つきのみち","path","","","","","3","0","つきのしま","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"star_stop","moonrest","つきのベンチ","rest","","","","","3","1","つきのしま","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","laststop","さいはてのていりゅうじょ","plaza","","","","","3","1","そらのはて","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"star_stop","edge","そらのはて","edge","","","","","2","1","そらのはて","カメラが 引く(430→560/600)","B","場所としては いみが ある が、目じるしは ない","L0","","cam=wide"
"star_stop","starfall","ほしのおちるところ","edge","","","","","1","1","そらのはて","カメラが 引く(430→560/600)","B","場所としては いみが ある が、目じるしは ない","L0","","cam=wide"
"star_stop","voidedge","なにもないところ","rest","","yes","","","1","1","そらのはて","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"memory_lake","shore","みずうみのほとり","plaza","","","yes","","3","2","みずうみのほとり","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"memory_lake","willow","やなぎのした","shelter","","","","","3","3","みずうみのほとり","専用の もの(struct/絵文字 175-230) / 住民が あつまる(crowd>=3)","A","この spot 専用の ものが 立って いる","L2","",""
"memory_lake","water","しずかなみずも","water","","","","","2","3","みずうみのほとり","専用の もの(struct/絵文字 175-230) / あおい みずたまり(半径いっぱい) / 住民が あつまる(crowd>=3)","A","みずたまりが 半径いっぱいに えがかれる","L2","",""
"memory_lake","reeds","しずかなあしはら","grove","","","","","3","2","しずかなあしはら","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"memory_lake","reedstone","あしのなかのいし","rest","","","","","2","1","しずかなあしはら","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"memory_lake","path1","きりのこみち","path","","","","","3","1","きりのなか","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"memory_lake","lantern","ともしびのおか","rest","","","","","3","1","きりのなか","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"memory_lake","stones","つみいし","rest","","","","","4","2","きりのなか","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"memory_lake","path2","きりのおく","path","","","","","3","0","きりのなか","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"memory_lake","mistfork","きりのわかれみち","path","","","","","3","0","きりのなか","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"memory_lake","boat","ふるいこぶね","rest","","yes","","","2","1","ともしびのみち","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"memory_lake","lanternpath","ともしびのみち","path","","","","","4","1","ともしびのみち","専用の もの(struct/絵文字 175-230) / ぶんきの 🪧(size84・どこも おなじ)","A","この spot 専用の ものが 立って いる","L2","",""
"memory_lake","lantern2","ふたつめのともしび","rest","","","","","3","1","ともしびのみち","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"memory_lake","oldpier","くちたさんばし","path","","","","","3","0","ともしびのみち","ぶんきの 🪧(size84・どこも おなじ)","F","なまえは とくちょうを やくそくする のに 画面に それが ない","L0","とくちょう物を 1つ 足すか、なまえを 弱める",""
"memory_lake","path3","きりのもっとおく","path","","","","","4","0","みずうみのおく","ぶんきの 🪧(size84・どこも おなじ)","C","zone の なかの 通過点。🪧 いがい 何も ない","L0","",""
"memory_lake","deepstones","みずぎわのつみいし","rest","","","","","3","1","みずうみのおく","専用の もの(struct/絵文字 175-230)","A","この spot 専用の ものが 立って いる","L2","",""
"memory_lake","deep","みずうみのおく","deep","","yes","","","2","0","みずうみのおく","専用の もの(struct/絵文字 175-230) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","","cam=near"
"memory_lake","bottomgate","そこへのみち","path","","yes","","","4","0","みずうみのそこ","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"memory_lake","lastlantern","さいごのともしび","rest","","yes","","","1","0","みずうみのそこ","専用の もの(struct/絵文字 175-230) / まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","",""
"memory_lake","bottom","みずうみのそこ","deep","","yes","","","1","0","みずうみのそこ","まわりを しゃへいぶつ 4つで かこむ","A","しゃへいぶつの わ を ぬけた さきに ある。体験として 成立","L3","","cam=near"
